id,name,Open,Close,High,Low,data_volume,data_datetime,timeframe,Name,Return,Up,Down,avg_14up,avg_14down,RS_14,RSI,5MA,15MA,12Ewm,26Ewm,MACD,low_14,high_14,k_percent,r_percent,B_MA,BU,BL
52984,EURUSD,1.06377,1.06437,1.06481,1.06296,0.0,2023-01-06 18:00:00.000,4h,EURUSD,0.0005732732649847347,0.0005732732649847347,0.0,0.0011401818805388923,0.0009183788890443837,1.2415157775733554,55.387331643831175,1.056922,1.0577033333333334,1.0576506527278553,1.0581074281022436,-0.000456775374388263,1.04825,1.06481,97.34299516908217,-2.657004830917829,1.0572370000000002,1.0659994752571162,1.0484745247428842
52985,EURUSD,1.06405,1.06668,1.06724,1.06371,0.0,2023-01-08 22:00:00.000,4h,EURUSD,0.002167946228148754,0.002167946228148754,0.0,0.0012950351825495175,0.0009183788890443837,1.4101316983636922,58.50849143725512,1.059966,1.0580773333333333,1.059039783077416,1.0587424334280033,0.0002973496494127481,1.04825,1.06724,97.05107951553505,-2.9489204844649395,1.057769,1.0674674706336398,1.0480705293663601
52986,EURUSD,1.06669,1.06772,1.0683,1.06662,0.0,2023-01-09 02:00:00.000,4h,EURUSD,0.0009745128207506726,0.0009745128207506726,0.0,0.0013646432411745656,0.000873935520581082,1.561491905337834,60.960251409886446,1.0633599999999999,1.0585206666666667,1.0603752010655059,1.0594074383592624,0.0009677627062434357,1.04825,1.0683,97.1072319201994,-2.8927680798006055,1.058423,1.0689607918390003,1.0478852081609995
52987,EURUSD,1.06774,1.06722,1.06996,1.06602,0.0,2023-01-09 06:00:00.000,4h,EURUSD,-0.0004683972468935427,0.0,0.0004683972468935427,0.0012549317338898702,0.0009073924667877636,1.3830087639281614,58.036243293054625,1.06595,1.0589746666666666,1.061428247055428,1.0599861466289466,0.0014421004264812964,1.04825,1.06996,87.3790879778906,-12.620912022109396,1.05904,1.0701346606409046,1.0479453393590954
52988,EURUSD,1.06724,1.07252,1.07316,1.06617,0.0,2023-01-09 10:00:00.000,4h,EURUSD,0.004953883031506762,0.004953883031506762,0.0,0.001608780521854639,0.0008414511498723834,1.9119119655355283,65.65830245434324,1.0677020000000002,1.0596733333333335,1.0631346705853622,1.0609145802119877,0.0022200903733744504,1.04825,1.07316,97.43075070252921,-2.569249297470792,1.059831,1.0723832552387587,1.0472787447612413
52989,EURUSD,1.07254,1.07502,1.07606,1.07116,0.0,2023-01-09 14:00:00.000,4h,EURUSD,0.0023282463929138325,0.0023282463929138325,0.0,0.0016889685653102803,0.0008414511498723834,2.007209290243924,66.74657785727688,1.0698320000000001,1.060604,1.0649631828029986,1.061959426122211,0.0030037566807876726,1.04825,1.07606,96.26033800791109,-3.739661992088909,1.0607355,1.0749098526353615,1.0465611473646386
52990,EURUSD,1.07504,1.07326,1.07541,1.07302,0.0,2023-01-09 18:00:00.000,4h,EURUSD,-0.0016385204850049434,0.0,0.0016385204850049434,0.0016889685653102803,0.0004801800015782392,3.517365487440202,77.86320361324898,1.071148,1.061332,1.066239616217922,1.0627965056687139,0.003443110549208095,1.04825,1.07606,89.93167925206795,-10.068320747932047,1.061345,1.0765879773303884,1.0461020226696116
52991,EURUSD,1.07284,1.07362,1.07398,1.07207,0.0,2023-01-09 22:00:00.000,4h,EURUSD,0.0003353704011161418,0.0003353704011161418,0.0,0.0017129235939614333,0.00032771767810447404,5.226826956266197,83.94045623841085,1.0723280000000002,1.0625566666666668,1.0673750598767031,1.0635982459895499,0.0037768138871532297,1.04825,1.07606,91.22617763394467,-8.773822366055333,1.0619725,1.078171132658345,1.045773867341655
52992,EURUSD,1.07364,1.07427,1.07442,1.07214,0.0,2023-01-10 02:00:00.000,4h,EURUSD,0.0006052451660396724,0.0006052451660396724,0.0,0.0017561553915356955,0.00027139375428109514,6.470876222585298,86.61468922511543,1.073738,1.0639746666666667,1.0684358198956718,1.0643887462866202,0.004047073609051655,1.04825,1.07606,93.56346637900053,-6.436533620999464,1.0626655,1.0797446451468558,1.0455863548531443
52993,EURUSD,1.07426,1.0746,1.07517,1.0722,0.0,2023-01-10 06:00:00.000,4h,EURUSD,0.00030713817270855426,0.00030713817270855426,0.0,0.0017536587243852455,0.00027139375428109514,6.461676795144297,86.59818660799202,1.074154,1.0654700000000001,1.0693841552963377,1.065145135450574,0.004239019845763581,1.04825,1.07606,94.75008989572092,-5.249910104279076,1.0632935,1.0811803670140678,1.045406632985932
52994,EURUSD,1.07459,1.07216,1.07461,1.0712,0.0,2023-01-10 10:00:00.000,4h,EURUSD,-0.0022731940698604985,0.0,0.0022731940698604985,0.0017536587243852455,0.00036111367441094347,4.856251226835572,82.92422983123369,1.073582,1.0667786666666668,1.0698112083276703,1.065664755046828,0.004146453280842399,1.04825,1.07606,85.97626752966559,-14.023732470334407,1.0638485000000002,1.0821280880121722,1.0455689119878282
52995,EURUSD,1.07218,1.07334,1.07594,1.07217,0.0,2023-01-10 14:00:00.000,4h,EURUSD,0.0010999768063185977,0.0010999768063185977,0.0,0.0018322284962651453,0.0003128651286970703,5.8562886311283,85.41484972700988,1.073598,1.0682373333333333,1.0703540993541825,1.066233291710026,0.0041208076441565655,1.04825,1.07606,90.21934555915122,-9.780654440848776,1.0643984999999998,1.0831430085572449,1.0456539914427547
52997,EURUSD,1.07329,1.0731,1.07454,1.07254,0.0,2023-01-10 22:00:00.000,4h,EURUSD,-0.000223626098097493,0.0,0.000223626098097493,0.001593343539561971,0.0003288384214183198,4.845369141141378,82.89244056527218,1.073494,1.0697273333333333,1.0707765456073852,1.0667419367685425,0.004034608838842768,1.05012,1.07606,88.5890516576713,-11.410948342328702,1.065291,1.0839007528477043,1.0466812471522957
52998,EURUSD,1.07306,1.07478,1.0757,1.07266,0.0,2023-01-11 02:00:00.000,4h,EURUSD,0.0015643335219841098,0.0015643335219841098,0.0,0.0010649947004622736,0.0003288384214183198,3.2386565288472764,76.40761894260031,1.073596,1.0710946666666668,1.0713924616677875,1.0673373488597615,0.004055112808025951,1.06296,1.07606,90.22900763358827,-9.770992366411733,1.06638,1.0845040625165903,1.04825593748341
52999,EURUSD,1.0748,1.07415,1.07574,1.07254,0.0,2023-01-11 06:00:00.000,4h,EURUSD,-0.000586338334007383,0.0,0.000586338334007383,0.0010240466101062212,0.0003707197309902758,2.762320223341667,73.42065691814486,1.073506,1.0717873333333334,1.0718166983342816,1.0678419896849642,0.003974708649317371,1.06371,1.07606,84.53441295546506,-15.465587044534942,1.067479,1.0846136406901037,1.0503443593098964
53000,EURUSD,1.07416,1.07498,1.07552,1.07282,0.0,2023-01-11 10:00:00.000,4h,EURUSD,0.0007724056164733345,0.0007724056164733345,0.0,0.0009243651378436912,0.0003707197309902758,2.4934338816401924,71.37486971614035,1.07407,1.0724946666666668,1.0723033601290075,1.0683707311897817,0.003932628939225857,1.06602,1.07606,89.24302788844656,-10.756972111553432,1.0686015,1.0845102718603692,1.0526927281396308
53001,EURUSD,1.07499,1.07468,1.07764,1.07362,0.0,2023-01-11 14:00:00.000,4h,EURUSD,-0.0002791139081971955,0.0,0.0002791139081971955,0.0008547570792186432,0.0003906564387186469,2.1880020255707198,68.63239132287003,1.074338,1.073028,1.0726689970322372,1.068838084434983,0.00383091259725421,1.06602,1.07764,74.52667814113717,-25.47332185886283,1.0697625,1.083666922431655,1.0558580775683448
53002,EURUSD,1.07466,1.07565,1.07678,1.07348,0.0,2023-01-11 18:00:00.000,4h,EURUSD,0.0009021871673590004,0.0009021871673590004,0.0,0.0009191990197442861,0.00035719949251196523,2.5733491760587968,72.01504944717036,1.074848,1.0735566666666665,1.0731276128734315,1.0693426707731324,0.0037849421002991157,1.06617,1.07764,82.65039232781204,-17.349607672187958,1.0710075,1.0818704604862734,1.0601445395137263
53003,EURUSD,1.07548,1.07668,1.07746,1.07491,0.0,2023-01-11 22:00:00.000,4h,EURUSD,0.0009571023761479613,0.0009571023761479613,0.0,0.0006337146872186575,0.00035719949251196523,1.7741197860112574,63.95252991444033,1.075228,1.0741873333333334,1.0736741339698266,1.0698861766417893,0.0037879573280372725,1.07116,1.07764,85.18518518518759,-14.814814814812404,1.072128,1.0799070747657131,1.0643489252342868
53004,EURUSD,1.07665,1.07628,1.07752,1.07614,0.0,2023-01-12 02:00:00.000,4h,EURUSD,-0.00037158145492957595,0.0,0.00037158145492957595,0.000467411373439098,0.00038374102500693494,1.218038580656449,54.91512146267353,1.0756539999999999,1.074438,1.0740750364360072,1.070359793186842,0.0037152432491651677,1.0712,1.07764,78.88198757763932,-21.118012422360678,1.072754,1.0796642468536934,1.0658437531463065
53005,EURUSD,1.07627,1.07654,1.07735,1.07428,0.0,2023-01-12 06:00:00.000,4h,EURUSD,0.00024154365089905372,0.00024154365089905372,0.0,0.000484664491360459,0.00026670384750658187,1.8172384684045406,64.50424728985331,1.075966,1.0745393333333335,1.0744542615996986,1.070817586284113,0.003636675315585647,1.0712,1.07764,82.91925465838698,-17.08074534161302,1.0733625,1.0792286665955164,1.0674963334044836
53006,EURUSD,1.07653,1.08291,1.08388,1.07275,0.0,2023-01-12 10:00:00.000,4h,EURUSD,0.005899667485901358,0.005899667485901358,0.0,0.0008821142831308316,0.00026670384750658187,3.3074674076798325,76.7845022293822,1.077612,1.0751826666666666,1.0757551444305142,1.071713320633438,0.004041823797076294,1.0712,1.08388,92.3501577287073,-7.649842271292694,1.074174,1.0806104893994721,1.0677375106005278
53007,EURUSD,1.08292,1.08488,1.08488,1.0752,0.0,2023-01-12 14:00:00.000,4h,EURUSD,0.0018175197249775538,0.0018175197249775538,0.0,0.000968705323054966,0.00026670384750658187,3.632138539100227,78.41169922792841,1.079458,1.0759333333333332,1.0771589683642813,1.0726886302161462,0.004470338148135022,1.0712,1.08488,100.0,-0.0,1.075032,1.0823593233426996,1.0677046766573004
53008,EURUSD,1.08486,1.08511,1.08669,1.08396,0.0,2023-01-12 18:00:00.000,4h,EURUSD,0.00021198254449213139,0.00021198254449213139,0.0,0.0009619084924680786,0.00026670384750658187,3.606653977664646,78.29227016293174,1.081144,1.076656,1.0783822040005457,1.0736087316816167,0.004773472318928995,1.0712,1.08669,89.79987088444213,-10.200129115557873,1.0759265,1.0835982122908603,1.0682547877091397
53009,EURUSD,1.08414,1.08557,1.0868,1.08396,0.0,2023-01-12 22:00:00.000,4h,EURUSD,0.00042383032679695065,0.00042383032679695065,0.0,0.0009921820872392895,0.00010433284251654625,9.509777202532733,90.48505043704435,1.083002,1.0773873333333333,1.0794880187696925,1.0744947515570524,0.00499326721264004,1.07217,1.0868,91.5926179084069,-8.407382091593103,1.076579,1.0851928172967105,1.0679651827032894
53010,EURUSD,1.08558,1.08372,1.08562,1.08316,0.0,2023-01-13 02:00:00.000,4h,EURUSD,-0.0017056276002712784,0.0,0.0017056276002712784,0.0009136123153593896,0.00022616338539306613,4.039611954744818,80.15720240010751,1.084438,1.078158,1.0801390928051244,1.0751781032935672,0.004960989511557212,1.07254,1.0868,78.40112201963545,-21.59887798036455,1.0770140000000001,1.0861586697733279,1.0678693302266724
53011,EURUSD,1.08376,1.08425,1.08644,1.08331,0.0,2023-01-13 06:00:00.000,4h,EURUSD,0.0004889366647678334,0.0004889366647678334,0.0,0.0009485363628428062,0.00021019009267181664,4.51275486292219,81.86024909749167,1.084706,1.0788853333333333,1.0807715400658744,1.075850095642192,0.004921444423682475,1.07254,1.0868,82.11781206171064,-17.882187938289363,1.0775635,1.0870719101831265,1.0680550898168732
53012,EURUSD,1.08426,1.07936,1.08518,1.07928,0.0,2023-01-13 10:00:00.000,4h,EURUSD,-0.00452023084219004,0.0,0.00452023084219004,0.0008367982541296555,0.0005330637242568195,1.5697902821961727,61.08631871915289,1.083602,1.0793026666666667,1.08055438005574,1.0761100885575852,0.00444429149815484,1.07254,1.0868,47.82608695652228,-52.17391304347772,1.0778505,1.0872029631711908,1.0684980368288093
53013,EURUSD,1.07938,1.0828,1.08386,1.07804,0.0,2023-01-13 14:00:00.000,4h,EURUSD,0.003182005866860585,0.003182005866860585,0.0,0.0010640843874768402,0.0004911824146848635,2.1663731348353408,68.41812517298274,1.08314,1.0798373333333333,1.0808998600471647,1.0766056375533197,0.004294222493844924,1.07275,1.0868,71.53024911032004,-28.46975088967995,1.078277,1.0877195154989243,1.0688344845010755
53014,EURUSD,1.08282,1.0833,1.08358,1.0818,0.0,2023-01-13 18:00:00.000,4h,EURUSD,0.00046165921137558685,0.00046165921137558685,0.0,0.0010418882156841439,0.0004911824146848635,2.12118387086925,67.96087505983746,1.082686,1.0804473333333333,1.0812691123476008,1.0771015162530737,0.004167596094527104,1.07275,1.0868,75.08896797152966,-24.911032028470352,1.078712,1.0882424599767524,1.0691815400232474
53015,EURUSD,1.08302,1.0868,1.08722,1.08205,0.0,2023-01-15 22:00:00.000,4h,EURUSD,0.0032256606006709765,0.0032256606006709765,0.0,0.0012722925443034994,0.00047124570695649244,2.6998496230777613,72.97187448477598,1.0833020000000002,1.0812353333333333,1.0821200181402775,1.0778199224565497,0.0043000956837278,1.07275,1.08722,97.09744298548661,-2.9025570145133894,1.079444,1.0891035900534165,1.0697844099465836
53016,EURUSD,1.08681,1.08605,1.08742,1.0851,0.0,2023-01-16 02:00:00.000,4h,EURUSD,-0.0006903376024901819,0.0,0.0006903376024901819,0.0012078506037778564,0.0005205555357057912,2.3203107467490507,69.88233703790797,1.083662,1.0819933333333334,1.082724630734081,1.0784295578301386,0.004295072903942376,1.07275,1.08742,90.6612133605992,-9.338786639400798,1.0800795,1.0897205819986828,1.0704384180013173
53017,EURUSD,1.08605,1.08211,1.08606,1.08016,0.0,2023-01-16 06:00:00.000,4h,EURUSD,-0.0036344221247159303,0.0,0.0036344221247159303,0.0011394861483387164,0.0007801571160426433,1.4605854704226426,59.35926583244292,1.084212,1.082424,1.082630072159607,1.0787021831760542,0.003927888983552785,1.07275,1.08742,63.80368098159399,-36.196319018406015,1.08053,1.08962441934144,1.07143558065856
53018,EURUSD,1.08215,1.08158,1.08366,1.08061,0.0,2023-01-16 10:00:00.000,4h,EURUSD,-0.0004899038315102217,0.0,0.0004899038315102217,0.0011394861483387164,0.0007886087143698323,1.4449322301101708,59.09907081739688,1.083968,1.0827506666666666,1.0824685225965904,1.0789153547926427,0.0035531678039477654,1.07275,1.08742,60.19086571233754,-39.80913428766246,1.08087,1.089558688351139,1.072181311648861
53019,EURUSD,1.08155,1.08138,1.08292,1.08118,0.0,2023-01-16 14:00:00.000,4h,EURUSD,-0.00018493176070752404,0.0,0.00018493176070752404,0.0011222330304173553,0.0008018181258489411,1.399610453092674,58.32656926830867,1.0835839999999999,1.0830906666666666,1.0823010575817305,1.0790979211042988,0.003203136477431645,1.07275,1.08742,58.82753919563694,-41.17246080436306,1.0812315,1.0893241380449379,1.073138861955062
53020,EURUSD,1.08137,1.08223,1.08248,1.08109,0.0,2023-01-16 18:00:00.000,4h,EURUSD,0.0007857239000834959,0.0007857239000834959,0.0,0.0007569513457160795,0.0008018181258489411,0.9440436943410851,48.56082695512971,1.08267,1.08347,1.0822901256460797,1.079329926948425,0.0029601986976548478,1.0752,1.08742,57.52864157119495,-42.47135842880505,1.0815940000000002,1.0891385188190228,1.0740494811809775
53021,EURUSD,1.08215,1.08174,1.08338,1.08141,0.0,2023-01-16 22:00:00.000,4h,EURUSD,-0.0004528713506885135,0.0,0.0004528713506885135,0.0006271285082176828,0.0008341660794695492,0.7518029366723677,42.91595366887858,1.081808,1.0833920000000001,1.0822054909312981,1.0795084508781712,0.0026970400531269867,1.07804,1.08742,39.44562899786606,-60.554371002133934,1.081947,1.0887540338234614,1.0751399661765386
53022,EURUSD,1.08172,1.08312,1.0833,1.08064,0.0,2023-01-17 02:00:00.000,4h,EURUSD,0.0012749094046917292,0.0012749094046917292,0.0,0.0007030518553747969,0.0008341660794695492,0.8428200003311948,45.73534041196219,1.08201,1.0832746666666668,1.0823461846341753,1.0797759730353436,0.002570211598831751,1.07804,1.08742,54.157782515991514,-45.84221748400849,1.0823205,1.0884597318223441,1.076181268177656
53023,EURUSD,1.0831,1.08176,1.08386,1.0811,0.0,2023-01-17 06:00:00.000,4h,EURUSD,-0.0012564208444876962,0.0,0.0012564208444876962,0.0006727782606035862,0.0009239104255043847,0.7281855924899868,42.1358444170808,1.082046,1.0830513333333334,1.0822560023827639,1.0799229379956885,0.0023330643870753676,1.07804,1.08742,39.65884861407215,-60.34115138592785,1.0825745000000002,1.0881230777219848,1.0770259222780156
53024,EURUSD,1.08176,1.08426,1.0858,1.08092,0.0,2023-01-17 10:00:00.000,4h,EURUSD,0.002308382295759817,0.002308382295759817,0.0,0.000837662710300716,0.0008020798826278648,1.0443631967881686,51.08501260582919,1.082622,1.082964,1.0825643097084925,1.0802442018478597,0.0023201078606327474,1.07804,1.08742,66.3113006396581,-33.68869936034191,1.0829735,1.0877035396126147,1.0782434603873854
53025,EURUSD,1.08427,1.07822,1.08694,1.07748,0.0,2023-01-17 14:00:00.000,4h,EURUSD,-0.0055861933583556955,0.0,0.0055861933583556955,0.0008027386628172993,0.001201093693938986,0.6683397530668223,40.06017070792973,1.08182,1.0825973333333332,1.0818959543687243,1.0800942609702406,0.0018016933984836836,1.07748,1.08742,7.444668008047872,-92.55533199195213,1.0830575,1.0873454948694072,1.0787695051305928
53026,EURUSD,1.07823,1.07883,1.08038,1.07799,0.0,2023-01-17 18:00:00.000,4h,EURUSD,0.0005655872754558589,0.0005655872754558589,0.0,0.0008431377539212892,0.0008782200623539831,0.9600529412427005,48.98096990349728,1.0812380000000001,1.0822359999999998,1.0814242690812284,1.080000612009482,0.0014236570717462982,1.07748,1.08742,13.581488933601149,-86.41851106639885,1.0828535000000001,1.0875406707323019,1.0781663292676984
53027,EURUSD,1.07882,1.07962,1.07963,1.07825,0.0,2023-01-17 22:00:00.000,4h,EURUSD,0.0007320067967993699,0.0007320067967993699,0.0,0.0006681378203454881,0.0008782200623539831,0.7607863324764068,43.20719206210676,1.080538,1.0822533333333333,1.0811466892225778,1.0799724185272983,0.0011742706952795334,1.07748,1.08742,21.52917505030199,-78.47082494969801,1.0825904999999998,1.0873878873372096,1.07779311266279
53028,EURUSD,1.07962,1.07798,1.07994,1.07662,0.0,2023-01-18 02:00:00.000,4h,EURUSD,-0.001520207930887224,0.0,0.001520207930887224,0.0006351621623900891,0.000986806343131642,0.6436543165849483,39.15995657300259,1.079782,1.081932,1.0806595062652582,1.0798248319697208,0.0008346742955374076,1.07662,1.08742,12.592592592592682,-87.4074074074073,1.082234,1.0872954722218633,1.0771725277781365
53029,EURUSD,1.07797,1.087,1.08716,1.07796,0.0,2023-01-18 06:00:00.000,4h,EURUSD,0.008332688700069465,0.008332688700069465,0.0,0.0009999498837756954,0.000986806343131642,1.0133192705291518,50.330778896425386,1.08033,1.0821786666666666,1.081634966839834,1.0803563258978897,0.001278640941944298,1.07662,1.08742,96.11111111111036,-3.8888888888896425,1.0823055,1.0876004130503332,1.0770105869496667
53030,EURUSD,1.08702,1.08584,1.08702,1.0812,0.0,2023-01-18 10:00:00.000,4h,EURUSD,-0.0010677271314998155,0.0,0.0010677271314998155,0.0009999498837756954,0.0010137627380609015,0.9863746675956674,49.65703015079162,1.081854,1.0821146666666666,1.082281895018321,1.0807625239795275,0.0015193710387935155,1.07662,1.08716,87.47628083491472,-12.523719165085282,1.0824114999999999,1.0879067353524676,1.076916264647532
53031,EURUSD,1.08585,1.0796,1.08876,1.07876,0.0,2023-01-18 14:00:00.000,4h,EURUSD,-0.005763278845860101,0.0,0.005763278845860101,0.0009999498837756954,0.0011658239324283423,0.8577194685760644,46.170559284362966,1.0820079999999999,1.0816846666666666,1.0818692957847331,1.080676411092155,0.0011928846925781666,1.07662,1.08876,24.546952224052497,-75.4530477759475,1.082179,1.0877398022897176,1.0766181977102824
53032,EURUSD,1.07964,1.07944,1.07992,1.0787,0.0,2023-01-18 18:00:00.000,4h,EURUSD,-0.0001482140213176636,0.0,0.0001482140213176636,0.0009999498837756954,0.001141417517414588,0.8760596964033552,46.696792116096994,1.081972,1.0815066666666666,1.0814955579716972,1.0805848250853287,0.0009107328863684483,1.07662,1.08876,23.228995057660917,-76.77100494233909,1.0821830000000001,1.087735373034645,1.0766306269653552
53033,EURUSD,1.07907,1.0788,1.07985,1.07827,0.0,2023-01-18 22:00:00.000,4h,EURUSD,-0.0005930758569569483,0.0,0.0005930758569569483,0.0009999498837756954,0.0011705706671466898,0.8542413643536029,46.069588392091305,1.0821359999999998,1.0813213333333331,1.0810808567452823,1.0804526158197487,0.0006282409255335963,1.07662,1.08876,17.957166392092784,-82.04283360790721,1.081983,1.0877266650686748,1.076239334931325
53034,EURUSD,1.07882,1.07918,1.08056,1.07825,0.0,2023-01-19 02:00:00.000,4h,EURUSD,0.00035218121013884385,0.00035218121013884385,0.0,0.0009689825487796489,0.0011705706671466898,0.8277864600362662,45.28901368597738,1.080572,1.0811746666666666,1.080788417246008,1.0803583479812486,0.000430069264759414,1.07662,1.08876,21.087314662274377,-78.91268533772562,1.081777,1.0876165136783866,1.0759374863216133
53035,EURUSD,1.07918,1.08249,1.08295,1.07826,0.0,2023-01-19 06:00:00.000,4h,EURUSD,0.0030624494829730314,0.0030624494829730314,0.0,0.0011877289404205796,0.0011382227135260817,1.0434943234800977,51.064214443376244,1.079902,1.0811920000000002,1.0810501992081607,1.0805162481307857,0.0005339510773749723,1.07662,1.08876,48.35255354201007,-51.64744645798993,1.0815614999999998,1.0869187116667318,1.0762042883332679
53036,EURUSD,1.0825,1.08097,1.08384,1.07958,0.0,2023-01-19 10:00:00.000,4h,EURUSD,-0.0014051567859807296,0.0,0.0014051567859807296,0.001096663982942599,0.001238591055381848,0.8854124839489543,46.96120830251838,1.080176,1.0811406666666665,1.0810378608684437,1.0805498593803573,0.0004880014880863648,1.07662,1.08876,35.83196046128552,-64.16803953871448,1.0813074999999999,1.0862329778021032,1.0763820221978966
53038,EURUSD,1.0816,1.0831,1.084,1.08134,0.0,2023-01-19 18:00:00.000,4h,EURUSD,0.001968513668985372,0.001968513668985372,0.0,0.00123727210215584,0.0011488467093470126,1.0769688349972182,51.85291261236765,1.080908,1.0811393333333332,1.0813551130425292,1.080738758685516,0.0006163543570132379,1.07662,1.08876,53.3772652388799,-46.6227347611201,1.081357,1.0863360428164943,1.0763779571835055
53039,EURUSD,1.08281,1.08364,1.08442,1.08275,0.0,2023-01-19 22:00:00.000,4h,EURUSD,0.0004984446783463659,0.0004984446783463659,0.0,0.0011079908437691649,0.0011488467093470126,0.9644374961033143,49.09484257027194,1.0818759999999998,1.0812646666666665,1.0817066341129093,1.080953665449552,0.0007529686633573895,1.07662,1.08876,57.82537067545307,-42.17462932454693,1.08146,1.0865426184714555,1.0763773815285447
53040,EURUSD,1.08363,1.08353,1.08442,1.08252,0.0,2023-01-20 02:00:00.000,4h,EURUSD,-0.00010151487893823863,0.0,0.00010151487893823863,0.0011079908437691649,0.0007570839608171943,1.463497975275031,59.407313907438564,1.0827459999999998,1.081216,1.0819871519416926,1.0811445050458814,0.0008426468958111499,1.07662,1.08876,56.9192751235599,-43.08072487644011,1.0815675,1.0867332612675915,1.0764017387324085
